idmun,nmun,lat,lon,dh,ides
94,Teopisca                     ,16.5415,-92.4726,6,7
170,Tepeyahualco                 ,19.492,-97.4922,6,21
172,Tetela de Ocampo             ,19.8168,-97.806,6,21
174,Teziutlán                    ,19.818,-97.3609,6,21
175,Tianguismanalco              ,18.9778,-98.4482,6,21
176,Tilapa                       ,18.5916,-98.5564,6,21
177,Tlacotepec de Benito Juárez  ,18.6828,-97.6535,6,21
178,Tlacuilotepec                ,20.3263,-98.0689,6,21
179,Tlachichuca                  ,19.1156,-97.4191,6,21
180,Tlahuapan                    ,19.3305,-98.5824,6,21
183,Tlaola                       ,20.137,-97.9243,6,21
184,Tlapacoya                    ,20.1232,-97.8514,6,21
185,Tlapanalá                    ,18.6961,-98.5378,6,21
186,Tlatlauquitepec              ,19.8513,-97.4966,6,21
188,Tochimilco                   ,18.8929,-98.5722,6,21
189,Tochtepec                    ,18.8401,-97.8257,6,21
96,Tila                         ,17.3006,-92.4259,6,7
190,Totoltepec de Guerrero       ,18.2225,-97.8551,6,21
191,Tulcingo                     ,18.0451,-98.4413,6,21
192,Tuzamapan de Galeana         ,20.0656,-97.5751,6,21
193,Tzicatlacoyan                ,18.8412,-98.0481,6,21
194,Venustiano Carranza          ,20.5049,-97.6694,6,21
195,Vicente Guerrero             ,18.5379,-97.2025,6,21
196,Xayacatlán de Bravo          ,18.2356,-97.9755,6,21
197,Xicotepec                    ,20.2761,-97.9581,6,21
198,Xicotlán                     ,18.0587,-98.5249,6,21
199,Xiutetelco                   ,19.7961,-97.3265,6,21
97,Tonalá                       ,16.0914,-93.7518,6,7
200,Xochiapulco                  ,19.8212,-97.6587,6,21
202,Xochitlán de Vicente Suárez  ,19.9683,-97.63,6,21
203,Xochitlán Todos Santos       ,18.7055,-97.7751,6,21
205,Yehualtepec                  ,18.7933,-97.6629,6,21
206,Zacapala                     ,18.5906,-98.0653,6,21
207,Zacapoaxtla                  ,19.873,-97.5895,6,21
208,Zacatlán                     ,19.9324,-97.9602,6,21
209,Zapotitlán                   ,18.3297,-97.4754,6,21
98,Totolapa                     ,16.5447,-92.6804,6,7
210,Zapotitlán de Méndez         ,20.0021,-97.7151,6,21
212,Zautla                       ,19.7151,-97.6723,6,21
213,Zihuateutla                  ,20.2496,-97.8864,6,21
214,Zinacatepec                  ,18.3333,-97.2454,6,21
216,Zoquiapan                    ,20.0098,-97.5956,6,21
217,Zoquitlán                    ,18.3357,-97.0173,6,21
1,Amealco de Bonfil            ,20.1864,-100.1442,6,22
2,Pinal de Amoles              ,21.1353,-99.6275,6,22
99,La Trinitaria                ,16.1191,-92.0505,6,7
3,Arroyo Seco                  ,21.548,-99.6892,6,22
4,Cadereyta de Montes          ,20.695,-99.8156,6,22
5,Colón                        ,20.7883,-100.0454,6,22
6,Corregidora                  ,20.5524,-100.4459,6,22
7,Ezequiel Montes              ,20.6653,-99.8984,6,22
8,Huimilpan                    ,20.3752,-100.2743,6,22
9,Jalpan de Serra              ,21.2168,-99.4729,6,22
10,Landa de Matamoros           ,21.1835,-99.3219,6,22
11,El Marqués                   ,20.6066,-100.3311,6,22
12,Pedro Escobedo               ,20.5025,-100.1447,6,22
2,Mulegé                       ,27.3369,-112.2683,7,3
100,Tumbalá                      ,17.2785,-92.316,6,7
13,Peñamiller                   ,21.0536,-99.8145,6,22
14,Querétaro                    ,20.5934,-100.39,6,22
15,San Joaquín                  ,20.9161,-99.5664,6,22
16,San Juan del Río             ,20.3864,-99.9996,6,22
17,Tequisquiapan                ,20.5188,-99.8838,6,22
18,Tolimán                      ,20.9081,-99.9308,6,22
1,Cozumel                      ,20.5038,-86.9576,5,23
2,Felipe Carrillo Puerto       ,19.5785,-88.0466,5,23
3,Isla Mujeres                 ,21.2566,-86.7461,5,23
4,Othón P. Blanco              ,18.4939,-88.2979,5,23
101,Tuxtla Gutiérrez             ,16.754,-93.1152,6,7
5,Benito Juárez                ,21.1614,-86.8248,5,23
6,José María Morelos           ,19.7494,-88.7105,5,23
7,Lázaro Cárdenas              ,21.1014,-87.4872,5,23
8,Solidaridad                  ,20.6281,-87.0755,5,23
9,Tulum                        ,20.2108,-87.4632,5,23
10,Bacalar                      ,18.6761,-88.3894,5,23
11,Puerto Morelos               ,20.8485,-86.8762,5,23
1,Ahualulco                    ,22.4001,-101.1668,6,24
2,Alaquines                    ,22.1279,-99.6004,6,24
3,Aquismón                     ,21.6214,-99.0195,6,24
102,Tuxtla Chico                 ,14.9402,-92.169,6,7
4,Armadillo de los Infante     ,22.2436,-100.6547,6,24
5,Cárdenas                     ,22.0009,-99.6425,6,24
6,Catorce                      ,23.6904,-100.8863,6,24
7,Cedral                       ,23.8193,-100.7266,6,24
8,Cerritos                     ,22.4277,-100.2796,6,24
9,Cerro de San Pedro           ,22.2178,-100.8005,6,24
10,Ciudad del Maíz              ,22.3998,-99.6006,6,24
11,Ciudad Fernández             ,21.9435,-100.01100000000001,6,24
12,Tancanhuitz                  ,21.5973,-98.9664,6,24
13,Ciudad Valles                ,21.9865,-99.0187,6,24
103,Tuzantán                     ,15.1461,-92.4216,6,7
14,Coxcatlán                    ,21.5411,-98.9035,6,24
15,Charcas                      ,23.1298,-101.1134,6,24
16,Ebano                        ,22.2123,-98.3778,6,24
17,Guadalcázar                  ,22.6179,-100.3996,6,24
18,Huehuetlán                   ,21.5462,-98.9664,6,24
19,Lagunillas                   ,21.586,-99.56700000000001,6,24
20,Matehuala                    ,23.6464,-100.6442,6,24
21,Mexquitic de Carmona         ,22.2666,-101.1129,6,24
22,Moctezuma                    ,22.7499,-101.0856,6,24
23,Rayón                        ,21.8437,-99.6453,6,24
104,Tzimol                       ,16.1842,-92.1879,6,7
24,Rioverde                     ,21.9324,-99.9929,6,24
25,Salinas                      ,22.628,-101.7157,6,24
26,San Antonio                  ,21.6202,-98.9028,6,24
27,San Ciro de Acosta           ,21.65,-99.8187,6,24
28,San Luis Potosí              ,22.1517,-100.977,6,24
29,San Martín Chalchicuautla    ,21.3697,-98.6572,6,24
30,San Nicolás Tolentino        ,22.2485,-100.5521,6,24
31,Santa Catarina               ,21.6561,-99.4957,6,24
32,Santa María del Río          ,21.8004,-100.7371,6,24
33,Santo Domingo                ,23.3253,-101.7363,6,24
105,Unión Juárez                 ,15.0607,-92.0819,6,7
34,San Vicente Tancuayalab      ,21.7149,-98.5857,6,24
35,Soledad de Graciano Sánchez  ,22.1879,-100.9373,6,24
36,Tamasopo                     ,21.9239,-99.3922,6,24
37,Tamazunchale                 ,21.2627,-98.7915,6,24
38,Tampacán                     ,21.4023,-98.7277,6,24
39,Tampamolón Corona            ,21.5604,-98.8151,6,24
40,Tamuín                       ,22.0041,-98.7752,6,24
41,Tanlajás                     ,21.6657,-98.8881,6,24
42,Tanquián de Escobedo         ,21.5981,-98.6621,6,24
43,Tierra Nueva                 ,21.6675,-100.5739,6,24
106,Venustiano Carranza          ,16.3396,-92.5651,6,7
44,Vanegas                      ,23.8839,-100.9506,6,24
45,Venado                       ,22.9313,-101.0946,6,24
46,Villa de Arriaga             ,21.9101,-101.3834,6,24
47,Villa de Guadalupe           ,23.3744,-100.7579,6,24
48,Villa de la Paz              ,23.6754,-100.7132,6,24
49,Villa de Ramos               ,22.8309,-101.9105,6,24
50,Villa de Reyes               ,21.8031,-100.9325,6,24
51,Villa Hidalgo                ,22.4487,-100.6789,6,24
52,Villa Juárez                 ,22.3232,-100.2666,6,24
53,Axtla de Terrazas            ,21.4364,-98.875,6,24
107,Villa Corzo                  ,16.1848,-93.2677,6,7
54,Xilitla                      ,21.3852,-98.9896,6,24
55,Zaragoza                     ,22.0356,-100.73100000000001,6,24
56,Villa de Arista              ,22.6448,-100.84899999999999,6,24
57,Matlapa                      ,21.3375,-98.8268,6,24
58,El Naranjo                   ,22.522,-99.3225,6,24
1,Ahome                        ,25.7834,-108.9943,7,25
2,Angostura                    ,25.3644,-108.1595,7,25
3,Badiraguato                  ,25.3627,-107.551,7,25
4,Concordia                    ,23.2876,-106.0686,7,25
5,Cosalá                       ,24.4113,-106.6915,7,25
108,Villaflores                  ,16.2355,-93.2677,6,7
6,Culiacán                     ,24.8088,-107.3938,7,25
7,Choix                        ,26.707,-108.3224,7,25
8,Elota                        ,23.9154,-106.8927,7,25
9,Escuinapa                    ,22.8351,-105.7779,7,25
10,El Fuerte                    ,26.4216,-108.62,7,25
11,Guasave                      ,25.5655,-108.4718,7,25
12,Mazatlán                     ,23.2003,-106.4222,7,25
13,Mocorito                     ,25.4819,-107.9216,7,25
14,Rosario                      ,22.9909,-105.8538,7,25
15,Salvador Alvarado            ,25.457,-108.0807,7,25
109,Yajalón                      ,17.1739,-92.3339,6,7
16,San Ignacio                  ,23.9403,-106.4255,7,25
17,Sinaloa                      ,25.8224,-108.22200000000001,7,25
18,Navolato                     ,24.7672,-107.6968,7,25
1,Aconchi                      ,29.826,-110.2285,7,26
2,Agua Prieta                  ,31.3278,-109.5464,7,26
3,Alamos                       ,27.024,-108.9349,7,26
4,Altar                        ,30.7133,-111.8336,7,26
5,Arivechi                     ,28.9286,-109.1871,7,26
6,Arizpe                       ,30.3362,-110.1668,7,26
7,Atil                         ,30.8441,-111.5835,7,26
3,La Paz                       ,24.1422,-110.3108,7,3
110,San Lucas                    ,16.6116,-92.7193,6,7
8,Bacadéhuachi                 ,29.8091,-109.1407,7,26
9,Bacanora                     ,28.9839,-109.4004,7,26
10,Bacerac                      ,30.3553,-108.9298,7,26
11,Bacoachi                     ,30.6333,-109.9693,7,26
12,Bácum                        ,27.5501,-110.083,7,26
13,Banámichi                    ,30.0072,-110.2177,7,26
14,Baviácora                    ,29.7152,-110.1651,7,26
15,Bavispe                      ,30.4801,-108.9409,7,26
16,Benjamín Hill                ,30.1672,-111.1179,7,26
17,Caborca                      ,30.7138,-112.1477,7,26
111,Zinacantán                   ,16.7601,-92.7236,6,7
18,Cajeme                       ,27.4965,-109.9327,7,26
19,Cananea                      ,30.9827,-110.3017,7,26
20,Carbó                        ,29.6847,-110.9544,7,26
21,La Colorada                  ,28.8029,-110.5807,7,26
22,Cucurpe                      ,30.3292,-110.7058,7,26
23,Cumpas                       ,29.9936,-109.7825,7,26
24,Divisaderos                  ,29.615,-109.4703,7,26
25,Empalme                      ,27.9576,-110.8161,7,26
26,Etchojoa                     ,26.9108,-109.6253,7,26
27,Fronteras                    ,30.8982,-109.56,7,26
112,San Juan Cancuc              ,16.8922,-92.37200000000001,6,7
28,Granados                     ,29.8623,-109.3105,7,26
29,Guaymas                      ,27.9233,-110.8892,7,26
30,Hermosillo                   ,29.0749,-110.9585,7,26
31,Huachinera                   ,30.2113,-108.9588,7,26
32,Huásabas                     ,29.9042,-109.3015,7,26
33,Huatabampo                   ,26.8269,-109.6442,7,26
34,Huépac                       ,29.9113,-110.2137,7,26
35,Imuris                       ,30.7772,-110.8614,7,26
36,Magdalena                    ,30.6304,-110.9694,7,26
37,Mazatán                      ,29.0032,-110.1398,7,26
38,Moctezuma                    ,29.8022,-109.6808,7,26
39,Naco                         ,31.3312,-109.9485,7,26
40,Nácori Chico                 ,29.6861,-108.9788,7,26
41,Nacozari de García           ,30.3737,-109.6865,7,26
42,Navojoa                      ,27.0816,-109.4455,7,26
43,Nogales                      ,31.3259,-110.9458,7,26
44,Onavas                       ,28.4602,-109.5291,7,26
45,Opodepe                      ,29.9268,-110.6313,7,26
46,Oquitoa                      ,30.7421,-111.7348,7,26
47,Pitiquito                    ,30.676,-112.0539,7,26
114,Benemérito de las Américas   ,16.5158,-90.6533,6,7
48,Puerto Peñasco               ,31.3064,-113.5405,7,26
49,Quiriego                     ,27.5205,-109.2512,7,26
50,Rayón                        ,29.7145,-110.5735,7,26
51,Rosario                      ,27.8407,-109.3708,7,26
52,Sahuaripa                    ,29.0563,-109.2333,7,26
53,San Felipe de Jesús          ,29.8586,-110.2411,7,26
54,San Javier                   ,28.5952,-109.7393,7,26
55,San Luis Río Colorado        ,32.4798,-114.7796,7,26
56,San Miguel de Horcasitas     ,29.4886,-110.7271,7,26
57,San Pedro de la Cueva        ,29.2864,-109.7359,7,26
115,Maravilla Tenejapa           ,16.1404,-91.2951,6,7
58,Santa Ana                    ,30.5443,-111.1212,7,26
59,Santa Cruz                   ,31.2315,-110.596,7,26
60,Sáric                        ,31.1027,-111.3791,7,26
61,Soyopa                       ,28.7642,-109.6346,7,26
62,Suaqui Grande                ,28.3955,-109.8882,7,26
63,Tepache                      ,29.5344,-109.5324,7,26
64,Trincheras                   ,30.3986,-111.5315,7,26
65,Tubutama                     ,30.8849,-111.4658,7,26
66,Ures                         ,29.4281,-110.3896,7,26
67,Villa Hidalgo                ,30.1631,-109.3199,7,26
116,Marqués de Comillas          ,16.3331,-90.7653,6,7
68,Villa Pesqueira              ,29.1183,-109.9689,7,26
69,Yécora                       ,28.3727,-108.9259,7,26
70,General Plutarco Elías Calles,31.8665,-112.8574,7,26
71,Benito Juárez                ,27.1277,-109.8426,7,26
72,San Ignacio Río Muerto       ,27.4114,-110.2414,7,26
1,Balancán                     ,17.8004,-91.5338,6,27
2,Cárdenas                     ,17.9894,-93.3769,6,27
3,Centla                       ,18.5301,-92.6522,6,27
4,Centro                       ,17.9878,-92.9194,6,27
5,Comalcalco                   ,18.266,-93.225,6,27
117,Montecristo de Guerrero      ,15.6939,-92.6193,6,7
6,Cunduacán                    ,18.0654,-93.1743,6,27
7,Emiliano Zapata              ,17.7446,-91.7651,6,27
8,Huimanguillo                 ,17.8352,-93.3908,6,27
9,Jalapa                       ,17.7197,-92.8122,6,27
10,Jalpa de Méndez              ,18.1768,-93.0626,6,27
11,Jonuta                       ,18.0907,-92.1387,6,27
12,Macuspana                    ,17.7564,-92.5941,6,27
13,Nacajuca                     ,18.1689,-93.02,6,27
14,Paraíso                      ,18.3958,-93.2142,6,27
15,Tacotalpa                    ,17.5918,-92.8263,6,27
118,San Andrés Duraznal          ,17.132,-92.805,6,7
16,Teapa                        ,17.5483,-92.95299999999999,6,27
17,Tenosique                    ,17.4775,-91.4259,6,27
1,Abasolo                      ,24.0608,-98.3743,6,28
2,Aldama                       ,22.9194,-98.0735,6,28
3,Altamira                     ,22.3916,-97.9367,6,28
4,Antiguo Morelos              ,22.5494,-99.0836,6,28
5,Burgos                       ,24.9466,-98.79899999999999,6,28
6,Bustamante                   ,23.4355,-99.7578,6,28
7,Camargo                      ,26.3167,-98.836,5,28
8,Casas                        ,23.7271,-98.7378,5,28
119,Santiago el Pinar            ,16.9414,-92.7146,6,7
9,Ciudad Madero                ,22.2463,-97.837,6,28
10,Cruillas                     ,24.7552,-98.5345,6,28
11,Gómez Farías                 ,23.0471,-99.1555,6,28
12,González                     ,22.8273,-98.426,6,28
13,Güémez                       ,23.9191,-99.0083,6,28
14,Guerrero                     ,26.5664,-99.2276,5,28
15,Gustavo Díaz Ordaz           ,26.234,-98.5903,5,28
16,Hidalgo                      ,24.2469,-99.4381,6,28
17,Jaumave                      ,23.4051,-99.3757,6,28
18,Jiménez                      ,24.2145,-98.4857,6,28
2,Asientos                     ,22.2383,-102.0893,6,1
8,Los Cabos                    ,23.0616,-109.6947,7,3
120,Capitán Luis Ángel Vidal     ,15.6011,-92.6291,6,7
19,Llera                        ,23.319,-99.0236,6,28
20,Mainero                      ,24.559,-99.6127,6,28
21,El Mante                     ,22.744,-98.9717,6,28
22,Matamoros                    ,25.8799,-97.5048,5,28
23,Méndez                       ,25.1165,-98.5862,6,28
24,Mier                         ,26.4305,-99.1487,5,28
25,Miguel Alemán                ,26.401,-99.0261,5,28
26,Miquihuana                   ,23.574,-99.7542,6,28
27,Nuevo Laredo                 ,27.4863,-99.5085,5,28
28,Nuevo Morelos                ,22.5345,-99.2213,6,28
121,Rincón Chamula San Pedro     ,17.2095,-92.9376,6,7
29,Ocampo                       ,22.845,-99.336,6,28
30,Padilla                      ,24.0488,-98.9003,6,28
31,Palmillas                    ,23.3018,-99.5475,6,28
32,Reynosa                      ,26.0923,-98.2781,5,28
33,Río Bravo                    ,25.981,-98.0901,5,28
34,San Carlos                   ,24.5818,-98.9436,6,28
35,San Fernando                 ,24.8487,-98.1596,6,28
36,San Nicolás                  ,24.6936,-98.8287,6,28
37,Soto la Marina               ,23.767,-98.2062,6,28
38,Tampico                      ,22.2161,-97.8584,6,28
122,El Parral                    ,16.3662,-93.0067,6,7
39,Tula                         ,22.9969,-99.713,6,28
40,Valle Hermoso                ,25.6738,-97.8125,5,28
41,Victoria                     ,23.7311,-99.1513,6,28
42,Villagrán                    ,24.4732,-99.4881,6,28
43,Xicoténcatl                  ,22.9968,-98.9457,6,28
3,Atlangatepec                 ,19.5323,-98.2085,6,29
4,Atltzayanca                  ,19.4314,-97.7965,6,29
5,Apizaco                      ,19.4163,-98.1406,6,29
123,Emiliano Zapata              ,16.5392,-92.8967,6,7
6,Calpulalpan                  ,19.5885,-98.5705,6,29
7,El Carmen Tequexquitla       ,19.3246,-97.6592,6,29
8,Cuapiaxtla                   ,19.2967,-97.7694,6,29
10,Chiautempan                  ,19.314,-98.193,6,29
12,Españita                     ,19.4623,-98.4238,6,29
13,Huamantla                    ,19.3127,-97.9231,6,29
14,Hueyotlipan                  ,19.47,-98.3485,6,29
15,Ixtacuixtla de Mariano Matamo,19.3266,-98.3771,6,29
124,Mezcalapa                    ,17.1892,-93.6048,6,7
16,Ixtenco                      ,19.2512,-97.895,6,29
20,Sanctórum de Lázaro Cárdenas ,19.4927,-98.47200000000001,6,29
21,Nanacamilpa de Mariano Arista,19.4932,-98.5363,6,29
24,Panotla                      ,19.3151,-98.2672,6,29
1,Ahumada                      ,30.6177,-106.5124,7,8
28,Teolocholco                  ,19.2444,-98.1924,6,29
30,Terrenate                    ,19.4774,-97.9191,6,29
31,Tetla de la Solidaridad      ,19.4414,-98.1041,6,29
32,Tetlatlahuca                 ,19.2316,-98.2957,6,29
34,Tlaxco                       ,19.6149,-98.1192,6,29
2,Aldama                       ,28.8384,-105.9113,7,8
37,Ziltlaltépec de Trinidad Sánc,19.2047,-97.9088,6,29
40,Xaltocan                     ,19.4238,-98.2106,6,29
45,Benito Juárez                ,19.5845,-98.4264,6,29
3,Allende                      ,26.9394,-105.3951,7,8
46,Emiliano Zapata              ,19.5588,-97.9172,6,29
50,San Francisco Tetlanohcan    ,19.2601,-98.1636,6,29
52,San José Teacalco            ,19.3357,-98.0644,6,29
4,Aquiles Serdán               ,28.5945,-105.8875,7,8
1,Acajete                      ,19.587,-97.0105,6,30
3,Acayucan                     ,17.9488,-94.9139,6,30
4,Actopan                      ,19.5041,-96.6169,6,30
5,Acula                        ,18.506,-95.7746,6,30
5,Ascensión                    ,31.0922,-107.9959,6,8
6,Acultzingo                   ,18.7188,-97.3028,6,30
7,Camarón de Tejeda            ,19.0212,-96.615,6,30
8,Alpatláhuac                  ,19.12,-97.0932,6,30
9,Alto Lucero de Gutiérrez Barr,19.6235,-96.7336,6,30
10,Altotonga                    ,19.7661,-97.2455,6,30
11,Alvarado                     ,18.7743,-95.7639,6,30
12,Amatitlán                    ,18.4323,-95.7333,6,30
13,Naranjos Amatlán             ,21.3469,-97.6863,6,30
14,Amatlán de los Reyes         ,18.8476,-96.9155,6,30
15,Angel R. Cabada              ,18.5955,-95.4427,6,30
9,Loreto                       ,26.0128,-111.3433,7,3
6,Bachíniva                    ,28.7649,-107.2536,7,8
16,La Antigua                   ,19.3668,-96.3714,6,30
20,Atlahuilco                   ,18.6974,-97.0907,6,30
21,Atoyac                       ,18.9143,-96.7783,6,30
22,Atzacan                      ,18.907,-97.0839,6,30
23,Atzalan                      ,19.7891,-97.2441,6,30
24,Tlaltetela                   ,19.3147,-96.9026,6,30
25,Ayahualulco                  ,19.3516,-97.1488,6,30
7,Balleza                      ,26.9541,-106.3469,7,8
27,Benito Juárez                ,20.8866,-98.2054,6,30
29,Calcahualco                  ,19.1223,-97.0853,6,30
31,Carrillo Puerto              ,18.7999,-96.5711,6,30
32,Catemaco                     ,18.4246,-95.1123,6,30
33,Cazones de Herrera           ,20.7033,-97.3123,6,30
34,Cerro Azul                   ,21.1915,-97.7423,6,30
35,Citlaltépetl                 ,21.3285,-97.8793,6,30
8,Batopilas de Manuel Gómez Mor,27.0267,-107.7397,7,8
36,Coacoatzintla                ,19.6531,-96.9451,6,30
37,Coahuitlán                   ,20.2751,-97.7149,6,30
38,Coatepec                     ,19.4547,-96.9603,6,30
39,Coatzacoalcos                ,18.1379,-94.45299999999999,6,30
40,Coatzintla                   ,20.4824,-97.4608,6,30
42,Colipa                       ,19.924,-96.7267,6,30
43,Comapa                       ,19.1646,-96.8862,6,30
44,Córdoba                      ,18.8944,-96.9353,6,30
45,Cosamaloapan de Carpio       ,18.3648,-95.7964,6,30
9,Bocoyna                      ,27.8407,-107.5893,7,8
46,Cosautlán de Carvajal        ,19.3326,-96.9914,6,30
47,Coscomatepec                 ,19.0729,-97.0464,6,30
48,Cosoleacaque                 ,17.9986,-94.6357,6,30
49,Cotaxtla                     ,18.8355,-96.3954,6,30
50,Coxquihui                    ,20.1847,-97.5863,6,30
51,Coyutla                      ,20.2471,-97.6577,6,30
53,Cuitláhuac                   ,18.8145,-96.7223,6,30
54,Chacaltianguis               ,18.3053,-95.8414,6,30
55,Chalma                       ,21.2084,-98.3976,6,30
10,Buenaventura                 ,29.8434,-107.4713,7,8
56,Chiconamel                   ,21.2306,-98.4595,6,30
57,Chiconquiaco                 ,19.7421,-96.8188,6,30
58,Chicontepec                  ,20.972,-98.1783,6,30
59,Chinameca                    ,18.0178,-94.6831,6,30
60,Chinampa de Gorostiza        ,21.3596,-97.7353,6,30
61,Las Choapas                  ,17.9093,-94.0903,6,30
62,Chocamán                     ,19.0109,-97.0332,6,30
63,Chontla                      ,21.2934,-97.9249,6,30
65,Emiliano Zapata              ,19.4831,-96.7981,6,30
11,Camargo                      ,27.695,-105.1716,7,8
66,Espinal                      ,20.2594,-97.3985,6,30
69,Gutiérrez Zamora             ,20.4519,-97.0876,6,30
70,Hidalgotitlán                ,17.771,-94.6465,6,30
71,Huatusco                     ,19.147,-96.9673,6,30
72,Huayacocotla                 ,20.5373,-98.4792,6,30
73,Hueyapan de Ocampo           ,18.1519,-95.1427,6,30
75,Ignacio de la Llave          ,18.7243,-95.9856,6,30
12,Carichí                      ,27.9165,-107.0568,7,8
76,Ilamatlán                    ,20.781,-98.4433,6,30
77,Isla                         ,18.0275,-95.5276,6,30
78,Ixcatepec                    ,21.2376,-98.006,6,30
79,Ixhuacán de los Reyes        ,19.3559,-97.1153,6,30
80,Ixhuatlán del Café           ,19.0512,-96.9843,6,30
81,Ixhuatlancillo               ,18.8979,-97.1489,6,30
82,Ixhuatlán del Sureste        ,18.0228,-94.3937,6,30
83,Ixhuatlán de Madero          ,20.6894,-98.0126,6,30
84,Ixmatlahuacan                ,18.4486,-95.8299,6,30
85,Ixtaczoquitlán               ,18.8511,-97.0631,6,30
13,Casas Grandes                ,30.3757,-107.9488,7,8
86,Jalacingo                    ,19.806,-97.3087,6,30
87,Xalapa                       ,19.5271,-96.9226,6,30
88,Jalcomulco                   ,19.3317,-96.7618,6,30
89,Jáltipan                     ,17.9661,-94.7217,6,30
90,Jamapa                       ,19.042,-96.2406,6,30
91,Jesús Carranza               ,17.4349,-95.0263,6,30
92,Xico                         ,19.4213,-97.0072,6,30
93,Jilotepec                    ,19.6113,-96.9503,6,30
94,Juan Rodríguez Clara         ,17.994,-95.4014,6,30
95,Juchique de Ferrer           ,19.8412,-96.6947,6,30
14,Coronado                     ,26.7376,-105.1583,7,8
97,Lerdo de Tejada              ,18.6282,-95.5232,6,30
99,Maltrata                     ,18.8104,-97.2783,6,30
100,Manlio Fabio Altamirano      ,19.0944,-96.3332,6,30
101,Mariano Escobedo             ,18.9129,-97.13,6,30
102,Martínez de la Torre         ,20.0734,-97.0538,6,30
104,Mecayapan                    ,18.2215,-94.8376,6,30
105,Medellín de Bravo            ,19.0592,-96.1582,6,30
15,Coyame del Sotol             ,29.462,-105.0944,6,8
107,Las Minas                    ,19.6909,-97.1461,6,30
108,Minatitlán                   ,17.991,-94.5484,6,30
109,Misantla                     ,19.9286,-96.8527,6,30
110,Mixtla de Altamirano         ,18.5956,-96.9927,6,30
111,Moloacán                     ,17.9888,-94.3471,6,30
112,Naolinco                     ,19.6553,-96.8737,6,30
114,Nautla                       ,20.2092,-96.7741,6,30
115,Nogales                      ,18.8225,-97.1626,6,30
1,Calkiní                      ,20.3712,-90.0507,6,4
16,La Cruz                      ,27.8639,-105.1964,7,8
117,Omealca                      ,18.7473,-96.7862,6,30
119,Otatitlán                    ,18.1767,-96.0346,6,30
121,Ozuluama de Mascareñas       ,21.6613,-97.8505,6,30
122,Pajapan                      ,18.2617,-94.6918,6,30
123,Pánuco                       ,22.0536,-98.1813,6,30
124,Papantla                     ,20.4467,-97.3227,6,30
125,Paso del Macho               ,18.9722,-96.7245,6,30
17,Cuauhtémoc                   ,28.4063,-106.866,7,8
126,Paso de Ovejas               ,19.285,-96.4385,6,30
127,La Perla                     ,18.9276,-97.134,6,30
128,Perote                       ,19.5607,-97.2441,6,30
129,Platón Sánchez               ,21.2732,-98.3741,6,30
130,Playa Vicente                ,17.8321,-95.8121,6,30
131,Poza Rica de Hidalgo         ,20.5341,-97.4436,6,30
132,Las Vigas de Ramírez         ,19.6385,-97.1035,6,30
133,Pueblo Viejo                 ,22.1836,-97.8367,6,30
134,Puente Nacional              ,19.3274,-96.4816,6,30
18,Cusihuiriachi                ,28.2411,-106.8367,7,8
137,Los Reyes                    ,18.6726,-97.0443,6,30
139,Saltabarranca                ,18.5902,-95.5319,6,30
141,San Andrés Tuxtla            ,18.4487,-95.2126,6,30
142,San Juan Evangelista         ,17.8861,-95.1401,6,30
143,Santiago Tuxtla              ,18.4656,-95.3018,6,30
144,Sayula de Alemán             ,17.881,-94.9601,6,30
145,Soconusco                    ,17.9629,-94.8811,6,30
19,Chihuahua                    ,28.6368,-106.0763,7,8
146,Sochiapa                     ,19.1933,-96.9406,6,30
147,Soledad Atzompa              ,18.7553,-97.1494,6,30
148,Soledad de Doblado           ,19.0447,-96.4233,6,30
149,Soteapan                     ,18.2295,-94.8728,6,30
150,Tamalín                      ,21.3379,-97.8132,6,30
151,Tamiahua                     ,21.2797,-97.4465,6,30
152,Tampico Alto                 ,22.1132,-97.8016,6,30
153,Tancoco                      ,21.2865,-97.7912,6,30
154,Tantima                      ,21.3296,-97.8333,6,30
155,Tantoyuca                    ,21.3518,-98.2299,6,30
20,Chínipas                     ,27.3928,-108.5362,7,8
156,Tatatila                     ,19.6935,-97.1121,6,30
157,Castillo de Teayo            ,20.7497,-97.6327,6,30
158,Tecolutla                    ,20.4774,-97.0085,6,30
159,Tehuipango                   ,18.5178,-97.0561,6,30
160,Álamo Temapache              ,20.9171,-97.6755,6,30
161,Tempoal                      ,21.5223,-98.3881,6,30
163,Tenochtitlán                 ,19.8101,-96.9164,6,30
21,Delicias                     ,28.1933,-105.4711,7,8
166,Tepetlán                     ,19.6739,-96.796,6,30
167,Tepetzintla                  ,21.1661,-97.8511,6,30
168,Tequila                      ,18.7298,-97.0694,6,30
169,José Azueta                  ,18.0756,-95.708,6,30
170,Texcatepec                   ,20.5848,-98.3646,6,30
172,Texistepec                   ,17.8943,-94.8153,6,30
173,Tezonapa                     ,18.6068,-96.6875,6,30
174,Tierra Blanca                ,18.4474,-96.3603,6,30
175,Tihuatlán                    ,20.7167,-97.5379,6,30
22,Dr. Belisario Domínguez      ,28.1547,-106.477,7,8
176,Tlacojalpan                  ,18.2309,-95.9476,6,30
177,Tlacolulan                   ,19.6649,-97.0014,6,30
180,Tlachichilco                 ,20.6216,-98.199,6,30
181,Tlalixcoyan                  ,18.8022,-96.0609,6,30
