idmun,nmun,lat,lon,dh,ides
38,Huixtán                      ,16.7122,-92.4546,6,7
176,San Juan Bautista Coixtlahuac,17.7246,-97.3238,6,20
177,San Juan Bautista Cuicatlán  ,17.8015,-96.9596,6,20
179,San Juan Bautista Jayacatlán ,17.4235,-96.8226,6,20
180,San Juan Bautista Lo de Soto ,16.5115,-98.3468,6,20
181,San Juan Bautista Suchitepec ,17.9727,-97.6598,6,20
182,San Juan Bautista Tlacoatzint,17.8594,-96.5871,6,20
183,San Juan Bautista Tlachichilc,17.6225,-98.344,6,20
184,San Juan Bautista Tuxtepec   ,18.0812,-96.1185,6,20
185,San Juan Cacahuatepec        ,16.6137,-98.1561,6,20
39,Huitiupán                    ,17.1732,-92.6859,6,7
186,San Juan Cieneguilla         ,17.8517,-98.2808,6,20
187,San Juan Coatzóspam          ,18.0497,-96.7633,6,20
188,San Juan Colorado            ,16.4597,-97.954,6,20
189,San Juan Comaltepec          ,17.3382,-95.9768,6,20
190,San Juan Cotzocón            ,17.164,-95.7823,6,20
193,San Juan del Estado          ,17.2735,-96.7993,6,20
194,San Juan del Río             ,16.8825,-96.1605,6,20
195,San Juan Diuxi               ,17.2815,-97.3742,6,20
1,Ensenada                     ,31.8089,-116.5951,7,2
40,Huixtla                      ,15.138,-92.46600000000001,6,7
198,San Juan Guichicovi          ,16.9628,-95.0951,6,20
199,San Juan Ihualtepec          ,17.7398,-98.2888,6,20
200,San Juan Juquila Mixes       ,16.9356,-95.9188,6,20
201,San Juan Juquila Vijanos     ,17.3538,-96.304,6,20
202,San Juan Lachao              ,16.1585,-97.1251,6,20
203,San Juan Lachigalla          ,16.5917,-96.5488,6,20
204,San Juan Lajarcia            ,16.5084,-95.9256,6,20
205,San Juan Lalana              ,17.4709,-95.8799,6,20
41,La Independencia             ,16.2539,-92.0235,6,7
206,San Juan de los Cués         ,18.0469,-97.0597,6,20
207,San Juan Mazatlán            ,17.0311,-95.4465,6,20
208,San Juan Mixtepec            ,17.3057,-97.8314,6,20
209,San Juan Mixtepec            ,16.2775,-96.2995,6,20
210,San Juan Ñumí                ,17.3983,-97.7064,6,20
211,San Juan Ozolotepec          ,16.133,-96.2593,6,20
212,San Juan Petlapa             ,17.4693,-96.0368,6,20
213,San Juan Quiahije            ,16.3019,-97.3168,6,20
214,San Juan Quiotepec           ,17.6008,-96.5882,6,20
42,Ixhuatán                     ,17.2933,-93.0084,6,7
217,San Juan Tamazola            ,17.1604,-97.2269,6,20
218,San Juan Teita               ,17.0953,-97.4143,6,20
220,San Juan Tepeuxila           ,17.7229,-96.8411,6,20
221,San Juan Teposcolula         ,17.5506,-97.4247,6,20
222,San Juan Yaeé                ,17.4291,-96.2838,6,20
225,San Lorenzo                  ,16.3943,-97.8748,6,20
43,Ixtacomitán                  ,17.4308,-93.0966,6,7
226,San Lorenzo Albarradas       ,16.9072,-96.2596,6,20
229,San Lorenzo Texmelúcan       ,16.5855,-97.199,6,20
230,San Lorenzo Victoria         ,17.6684,-98.1203,6,20
231,San Lucas Camotlán           ,16.9432,-95.7131,6,20
232,San Lucas Ojitlán            ,18.0575,-96.3978,6,20
233,San Lucas Quiaviní           ,16.8948,-96.4681,6,20
234,San Lucas Zoquiápam          ,18.1362,-96.9064,6,20
235,San Luis Amatlán             ,16.3895,-96.4971,6,20
44,Ixtapa                       ,16.8035,-92.9059,6,7
236,San Marcial Ozolotepec       ,16.0893,-96.4059,6,20
237,San Marcos Arteaga           ,17.7196,-97.8611,6,20
239,San Martín Huamelúlpam       ,17.3974,-97.6024,6,20
240,San Martín Itunyoso          ,17.229,-97.8815,6,20
242,San Martín Peras             ,17.3605,-98.2384,6,20
243,San Martín Tilcajete         ,16.8589,-96.6956,6,20
244,San Martín Toxpalan          ,18.1007,-97.059,6,20
45,Ixtapangajoya                ,17.4975,-93.0017,6,7
248,San Mateo del Mar            ,16.2097,-94.9819,6,20
251,San Mateo Nejápam            ,17.6556,-98.417,6,20
252,San Mateo Peñasco            ,17.1508,-97.5336,6,20
253,San Mateo Piñas              ,15.9995,-96.3352,6,20
254,San Mateo Río Hondo          ,16.1442,-96.4484,6,20
255,San Mateo Sindihui           ,17.0042,-97.3512,6,20
46,Jiquipilas                   ,16.6677,-93.6505,6,7
258,San Miguel Achiutla          ,17.3063,-97.4894,6,20
259,San Miguel Ahuehuetitlán     ,17.6713,-98.3208,6,20
260,San Miguel Aloápam           ,17.4129,-96.6915,6,20
261,San Miguel Amatitlán         ,17.8914,-98.0256,6,20
263,San Miguel Coatlán           ,16.1963,-96.6941,6,20
264,San Miguel Chicahua          ,17.6369,-97.1949,6,20
265,San Miguel Chimalapa         ,16.7145,-94.7482,6,20
47,Jitotol                      ,17.068,-92.8623,6,7
266,San Miguel del Puerto        ,15.9216,-96.1749,6,20
269,San Miguel el Grande         ,17.0467,-97.6222,6,20
270,San Miguel Huautla           ,17.7458,-97.1375,6,20
272,San Miguel Panixtlahuaca     ,16.26,-97.3796,6,20
273,San Miguel Peras             ,16.9379,-97.01,6,20
274,San Miguel Piedras           ,16.9997,-97.2327,6,20
275,San Miguel Quetzaltepec      ,16.9755,-95.7617,6,20
48,Juárez                       ,17.6082,-93.1933,6,7
277,Villa Sola de Vega           ,16.5148,-96.978,6,20
278,San Miguel Soyaltepec        ,18.2404,-96.4036,6,20
279,San Miguel Suchixtepec       ,16.094,-96.4664,6,20
280,Villa Talea de Castro        ,17.36,-96.2499,6,20
282,San Miguel Tenango           ,16.2673,-95.5925,6,20
283,San Miguel Tequixtepec       ,17.8029,-97.3417,6,20
284,San Miguel Tilquiápam        ,16.7819,-96.5816,6,20
285,San Miguel Tlacamama         ,16.4167,-98.0632,6,20
49,Larráinzar                   ,16.8844,-92.7133,6,7
286,San Miguel Tlacotepec        ,17.4536,-98.0072,6,20
289,San Nicolás                  ,16.416,-96.7408,6,20
291,San Pablo Coatlán            ,16.224,-96.78299999999999,6,20
292,San Pablo Cuatro Venados     ,16.9827,-96.8911,6,20
294,San Pablo Huitzo             ,17.2774,-96.8845,6,20
2,Mexicali                     ,32.6412,-115.4756,7,2
50,La Libertad                  ,17.6901,-91.7191,6,7
296,San Pablo Macuiltianguis     ,17.5343,-96.5536,6,20
297,San Pablo Tijaltepec         ,17.0177,-97.5,6,20
298,San Pablo Villa de Mitla     ,16.9219,-96.3622,6,20
300,San Pedro Amuzgos            ,16.6539,-98.0899,6,20
302,San Pedro Atoyac             ,16.4891,-97.98700000000001,6,20
304,San Pedro Coxcaltepec Cántaro,17.4988,-97.1358,6,20
51,Mapastepec                   ,15.4411,-92.8916,6,7
306,San Pedro el Alto            ,16.0336,-96.4737,6,20
307,San Pedro Huamelula          ,16.029,-95.6689,6,20
309,San Pedro Ixcatlán           ,18.1457,-96.5106,6,20
310,San Pedro Ixtlahuaca         ,17.0633,-96.8201,6,20
311,San Pedro Jaltepetongo       ,17.6878,-97.0349,6,20
312,San Pedro Jicayán            ,16.4522,-98.0152,6,20
313,San Pedro Jocotipac          ,17.7686,-97.0802,6,20
314,San Pedro Juchatengo         ,16.341,-97.0873,6,20
52,Las Margaritas               ,16.3159,-91.9816,6,7
316,San Pedro Mártir Quiechapa   ,16.4152,-96.2475,6,20
317,San Pedro Mártir Yucuxaco    ,17.4326,-97.6101,6,20
318,San Pedro Mixtepec Dto. 22   ,15.9826,-97.0838,6,20
319,San Pedro Mixtepec Dto. 26   ,16.2718,-96.2827,6,20
321,San Pedro Nopala             ,17.8063,-97.5413,6,20
324,San Pedro Pochutla           ,15.7463,-96.4652,6,20
325,San Pedro Quiatoni           ,16.7832,-96.0316,6,20
53,Mazapa de Madero             ,15.388,-92.1877,6,7
326,San Pedro Sochiápam          ,17.8251,-96.6644,6,20
327,San Pedro Tapanatepec        ,16.3672,-94.1938,6,20
328,San Pedro Taviche            ,16.6378,-96.5376,6,20
329,San Pedro Teozacoalco        ,17.0171,-97.2861,6,20
330,San Pedro Teutila            ,17.977,-96.7057,6,20
333,San Pedro Totolápam          ,16.6664,-96.3019,6,20
334,Villa de Tututepec           ,16.1299,-97.6085,6,20
335,San Pedro Yaneri             ,17.4194,-96.3546,6,20
54,Mazatán                      ,14.863,-92.4495,6,7
336,San Pedro Yólox              ,17.5884,-96.5516,6,20
337,San Pedro y San Pablo Ayutla ,17.0272,-96.0771,6,20
339,San Pedro y San Pablo Teposco,17.5121,-97.4882,6,20
340,San Pedro y San Pablo Tequixt,18.0607,-97.7178,6,20
344,San Sebastián Coatlán        ,16.2013,-96.8275,6,20
345,San Sebastián Ixcapa         ,16.5437,-98.1445,6,20
55,Metapa                       ,14.8373,-92.1909,6,7
347,San Sebastián Río Hondo      ,16.1828,-96.4641,6,20
348,San Sebastián Tecomaxtlahuaca,17.3459,-98.0312,6,20
351,San Simón Almolongas         ,16.4074,-96.7197,6,20
352,San Simón Zahuatlán          ,17.8289,-98.0045,6,20
353,Santa Ana                    ,16.3406,-96.7176,6,20
355,Santa Ana Cuauhtémoc         ,17.9838,-96.7947,6,20
56,Mitontic                     ,16.8645,-92.6297,6,7
357,Santa Ana Tavela             ,16.6546,-95.9116,6,20
358,Santa Ana Tlapacoyan         ,16.744,-96.8371,6,20
359,Santa Ana Yareni             ,17.3978,-96.6108,6,20
363,Santa Catarina Ixtepeji      ,17.2655,-96.5617,6,20
364,Santa Catarina Juquila       ,16.237,-97.2925,6,20
365,Santa Catarina Lachatao      ,17.2684,-96.4729,6,20
57,Motozintla                   ,15.3632,-92.2477,6,7
366,Santa Catarina Loxicha       ,16.0695,-96.7549,6,20
367,Santa Catarina Mechoacán     ,16.3344,-97.836,6,20
370,Santa Catarina Tayata        ,17.3478,-97.5584,6,20
373,Santa Catarina Zapoquila     ,18.0646,-97.6017,6,20
377,Santa Cruz Itundujia         ,16.8749,-97.6606,6,20
378,Santa Cruz Mixtepec          ,16.7924,-96.8824,6,20
379,Santa Cruz Nundaco           ,17.1741,-97.7232,6,20
384,Santa Cruz Xitla             ,16.3224,-96.6731,6,20
59,Ocosingo                     ,16.908,-92.0958,6,7
386,Santa Cruz Zenzontepec       ,16.5351,-97.4951,6,20
388,Santa Inés del Monte         ,16.9258,-96.8617,6,20
391,Santa Lucía Miahuatlán       ,16.1865,-96.6182,6,20
392,Santa Lucía Monteverde       ,16.9713,-97.6663,6,20
394,Santa María Alotepec         ,17.0921,-95.8546,6,20
395,Santa María Apazco           ,17.6346,-97.1004,6,20
3,Tecate                       ,32.5727,-116.6266,7,2
60,Ocotepec                     ,17.2262,-93.1644,6,7
397,Heroica Ciudad de Tlaxiaco   ,17.2675,-97.6805,6,20
398,Ayoquezco de Aldama          ,16.6857,-96.8431,6,20
400,Santa María Camotlán         ,17.8996,-97.6934,6,20
401,Santa María Colotepec        ,15.8978,-96.9386,6,20
402,Santa María Cortijo          ,16.4508,-98.2857,6,20
405,Villa de Chilapa de Díaz     ,17.5883,-97.6319,6,20
61,Ocozocoautla de Espinosa     ,16.7615,-93.3757,6,7
406,Santa María Chilchotla       ,18.2342,-96.8305,6,20
407,Santa María Chimalapa        ,16.9099,-94.68299999999999,6,20
410,Santa María Ecatepec         ,16.2842,-95.8811,6,20
412,Santa María Guienagati       ,16.738,-95.3545,6,20
413,Santa María Huatulco         ,15.8361,-96.3221,6,20
414,Santa María Huazolotitlán    ,16.3022,-97.9129,6,20
415,Santa María Ipalapa          ,16.6362,-98.0338,6,20
62,Ostuacán                     ,17.4056,-93.3371,6,7
416,Santa María Ixcatlán         ,17.8516,-97.1905,6,20
417,Santa Marí Jacatepec         ,17.8601,-96.2113,6,20
418,Santa María Jalapa del Marqué,16.4401,-95.4434,6,20
419,Santa Marí Jaltianguis       ,17.3656,-96.5283,6,20
420,Santa María Lachixío         ,16.7278,-97.0192,6,20
421,Santa Marí Mixtequilla       ,16.3737,-95.2605,6,20
422,Santa Marí Nativitas         ,17.6615,-97.3348,6,20
423,Santa Marí Nduayaco          ,17.4115,-97.4963,6,20
424,Santa Marí Ozolotepec        ,16.1308,-96.3701,6,20
425,Santa Marí Pápalo            ,17.7842,-96.7974,6,20
63,Osumacinta                   ,16.9355,-93.0913,6,7
426,Santa María Peñoles          ,17.0789,-97.0024,6,20
427,Santa Marí Petapa            ,16.8224,-95.12,6,20
428,Santa Marí Quiegolani        ,16.2772,-96.052,6,20
429,Santa Marí Sola              ,16.5667,-97.0132,6,20
431,Santa María Tecomavaca       ,17.9563,-97.0244,6,20
435,Santa María Tepantlali       ,16.9975,-96.0101,6,20
64,Oxchuc                       ,16.7861,-92.3349,6,7
437,Santa Marí Tlahuitoltepec    ,17.0975,-96.0633,6,20
439,Santa María Tonameca         ,15.7471,-96.5454,6,20
440,Santa Marí Totolapilla       ,16.6032,-95.6255,6,20
441,Santa Marí Xadani            ,16.3603,-95.0199,6,20
443,Santa Marí Yavesía           ,17.2342,-96.4295,6,20
65,Palenque                     ,17.5091,-91.98100000000001,6,7
446,Santa Marí Yucuhiti          ,17.0182,-97.7695,6,20
447,Santa María Zacatepec        ,16.7639,-97.9899,6,20
448,Santa Marí Zaniza            ,16.6551,-97.3385,6,20
449,Santa Marí Zoquitlán         ,16.5584,-96.3529,6,20
450,Santiago Amoltepec           ,16.6409,-97.4948,6,20
451,Santiago Apoala              ,17.6486,-97.1369,6,20
452,Santiago Apóstol             ,16.8043,-96.7224,6,20
453,Santiago Astata              ,15.9876,-95.6759,6,20
454,Santiago Atitlán             ,17.104,-95.9458,6,20
455,Santiago Ayuquililla         ,17.9351,-97.9583,6,20
66,Pantelhó                     ,17.0067,-92.4696,6,7
457,Santiago Camotlán            ,17.4463,-96.1847,6,20
458,Santiago Comaltepec          ,17.5641,-96.5478,6,20
459,Santiago Chazumba            ,18.1888,-97.6805,6,20
460,Santiago Choápam             ,17.3606,-95.9226,6,20
461,Santiago del Río             ,17.456,-98.0885,6,20
462,Santiago Huajolotitlán       ,17.8266,-97.7318,6,20
463,Santiago Huauclilla          ,17.4508,-97.0715,6,20
464,Santiago Ihuitlán Plumas     ,17.8485,-97.4297,6,20
465,Santiago Ixcuintepec         ,16.9348,-95.6231,6,20
67,Pantepec                     ,17.1881,-93.0495,6,7
466,Santiago Ixtayutla           ,16.565,-97.652,6,20
467,Santiago Jamiltepec          ,16.2795,-97.8197,6,20
468,Santiago Jocotepec           ,17.5884,-95.8737,6,20
469,Santiago Juxtlahuaca         ,17.3353,-98.0124,6,20
470,Santiago Lachiguiri          ,16.6865,-95.5327,6,20
472,Santiago Laollaga            ,16.5849,-95.2046,6,20
473,Santiago Laxopa              ,17.2198,-96.3134,6,20
474,Santiago Llano Grande        ,16.4894,-98.2897,6,20
475,Santiago Matatlán            ,16.8661,-96.3834,6,20
68,Pichucalco                   ,17.5086,-93.1178,6,7
476,Santiago Miltepec            ,17.9847,-97.6893,6,20
477,Santiago Minas               ,16.4262,-97.2282,6,20
478,Santiago Nacaltepec          ,17.5055,-96.9165,6,20
480,Santiago Nundiche            ,17.3318,-97.6735,6,20
481,Santiago Nuyoó               ,17.0152,-97.7665,6,20
482,Santiago Pinotepa Nacional   ,16.339,-98.0503,6,20
483,Santiago Suchilquitongo      ,17.2471,-96.8737,6,20
484,Santiago Tamazola            ,17.6693,-98.2208,6,20
485,Santiago Tapextla            ,16.341,-98.4475,6,20
69,Pijijiapan                   ,15.6917,-93.2093,6,7
486,Villa Tejúpam de la Unión    ,17.6671,-97.4735,6,20
487,Santiago Tenango             ,17.3249,-97.0041,6,20
489,Santiago Tetepec             ,16.3223,-97.7483,6,20
491,Santiago Textitlán           ,16.6927,-97.2603,6,20
492,Santiago Tilantongo          ,17.2831,-97.3398,6,20
494,Santiago Tlazoyaltepec       ,17.0269,-96.9955,6,20
495,Santiago Xanica              ,16.0095,-96.2249,6,20
4,Tijuana                      ,32.5325,-117.0189,7,2
70,El Porvenir                  ,15.4564,-92.2796,6,7
496,Santiago Xiacuí              ,17.2931,-96.4316,6,20
498,Santiago Yaveo               ,17.3358,-95.7007,6,20
499,Santiago Yolomécatl          ,17.4709,-97.5698,6,20
500,Santiago Yosondúa            ,16.8734,-97.5766,6,20
501,Santiago Yucuyachi           ,17.6082,-98.1964,6,20
502,Santiago Zacatepec           ,17.1594,-95.915,6,20
504,Nuevo Zoquiápam              ,17.2913,-96.62,6,20
505,Santo Domingo Ingenio        ,16.5885,-94.7686,6,20
71,Villa Comaltitlán            ,15.2119,-92.57600000000001,6,7
506,Santo Domingo Albarradas     ,17.068,-96.2001,6,20
507,Santo Domingo Armenta        ,16.333,-98.3782,6,20
509,Santo Domingo de Morelos     ,15.833,-96.6681,6,20
511,Santo Domingo Nuxaá          ,17.2219,-97.1207,6,20
512,Santo Domingo Ozolotepec     ,16.1509,-96.3104,6,20
513,Santo Domingo Petapa         ,16.8207,-95.1404,6,20
514,Santo Domingo Roayaga        ,17.3376,-96.1146,6,20
515,Santo Domingo Tehuantepec    ,16.3321,-95.23200000000001,6,20
72,Pueblo Nuevo Solistahuacán   ,17.1576,-92.8973,6,7
516,Santo Domingo Teojomulco     ,16.5894,-97.2262,6,20
517,Santo Domingo Tepuxtepec     ,16.9569,-96.0554,6,20
520,Santo Domingo Tonalá         ,17.6746,-97.9639,6,20
522,Santo Domingo Xagacía        ,17.1555,-96.26799999999999,6,20
523,Santo Domingo Yanhuitlán     ,17.528,-97.3423,6,20
525,Santo Domingo Zanatepec      ,16.4828,-94.3539,6,20
73,Rayón                        ,17.2005,-93.0112,6,7
526,Santos Reyes Nopala          ,16.1068,-97.1444,6,20
527,Santos Reyes Pápalo          ,17.8047,-96.8609,6,20
528,Santos Reyes Tepejillo       ,17.4378,-97.9383,6,20
529,Santos Reyes Yucuná          ,17.7777,-98.0045,6,20
530,Santo Tomás Jalieza          ,16.8444,-96.671,6,20
531,Santo Tomás Mazaltepec       ,17.1735,-96.8715,6,20
532,Santo Tomás Ocotepec         ,17.1453,-97.7623,6,20
534,San Vicente Coatlán          ,16.3869,-96.845,6,20
535,San Vicente Lachixío         ,16.7043,-97.0195,6,20
74,Reforma                      ,17.8658,-93.1471,6,7
536,San Vicente Nuñú             ,17.4568,-97.4423,6,20
537,Silacayoápam                 ,17.5014,-98.1426,6,20
540,Villa de Tamazulápam del Prog,17.6731,-97.5728,6,20
543,Tataltepec de Valdés         ,16.3064,-97.5461,6,20
544,Teococuilco de Marcos Pérez  ,17.352,-96.6149,6,20
545,Teotitlán de Flores Magón    ,18.1323,-97.0707,6,20
75,Las Rosas                    ,16.3641,-92.3696,6,7
546,Teotitlán del Valle          ,17.0296,-96.5189,6,20
548,Tepelmeme Villa de Morelos   ,17.8748,-97.3622,6,20
549,Heroica Villa Tezoatlán de Se,17.6545,-97.8083,6,20
550,San Jerónimo Tlacochahuaya   ,17.0089,-96.5811,6,20
551,Tlacolula de Matamoros       ,16.9556,-96.4792,6,20
552,Tlacotepec Plumas            ,17.8508,-97.4328,6,20
553,Tlalixtac de Cabrera         ,17.0745,-96.6484,6,20
554,Totontepec Villa de Morelos  ,17.2586,-96.0274,6,20
76,Sabanilla                    ,17.2835,-92.5517,6,7
557,Unión Hidalgo                ,16.4728,-94.8289,6,20
558,Valerio Trujano              ,17.7717,-96.9802,6,20
559,San Juan Bautista Valle Nacio,17.775,-96.304,6,20
560,Villa Díaz Ordaz             ,16.9985,-96.4325,6,20
561,Yaxe                         ,16.7251,-96.4725,6,20
563,Yogana                       ,16.4612,-96.7886,6,20
564,Yutanduchi de Guerrero       ,17.0395,-97.2975,6,20
565,Villa de Zaachila            ,16.9507,-96.7506,6,20
77,Salto de Agua                ,17.557,-92.3334,6,7
566,San Mateo Yucutindoo         ,16.7368,-97.4831,6,20
1,Acajete                      ,19.1049,-97.9527,6,21
2,Acateno                      ,20.1301,-97.2103,6,21
3,Acatlán                      ,18.2023,-98.0486,6,21
4,Acatzingo                    ,18.9795,-97.7855,6,21
5,Acteopan                     ,18.765,-98.7153,6,21
6,Ahuacatlán                   ,20.0055,-97.8607,6,21
7,Ahuatlán                     ,18.573,-98.2552,6,21
8,Ahuazotepec                  ,20.046,-98.1623,6,21
9,Ahuehuetitla                 ,18.2108,-98.2214,6,21
78,San Cristóbal de las Casas   ,16.737,-92.6376,6,7
10,Ajalpan                      ,18.3775,-97.2583,6,21
11,Albino Zertuche              ,18.0173,-98.5402,6,21
12,Aljojuca                     ,19.1004,-97.5313,6,21
15,Amozoc                       ,19.0446,-98.0449,6,21
16,Aquixtla                     ,19.7967,-97.9366,6,21
18,Atexcal                      ,18.3984,-97.7368,6,21
19,Atlixco                      ,18.9088,-98.4342,6,21
79,San Fernando                 ,16.8717,-93.2063,6,7
22,Atzitzihuacán                ,18.8237,-98.5826,6,21
23,Atzitzintla                  ,18.8974,-97.3274,6,21
24,Axutla                       ,18.1886,-98.3894,6,21
25,Ayotoxco de Guerrero         ,20.0972,-97.4105,6,21
26,Calpan                       ,19.1079,-98.4592,6,21
27,Caltepec                     ,18.1823,-97.4794,6,21
5,Playas de Rosarito           ,32.3637,-117.0545,7,2
80,Siltepec                     ,15.5572,-92.3229,6,7
31,Coatzingo                    ,18.6151,-98.1742,6,21
32,Cohetzala                    ,18.2064,-98.8059,6,21
35,Coxcatlán                    ,18.2665,-97.1471,6,21
36,Coyomeapan                   ,18.2837,-96.9925,6,21
37,Coyotepec                    ,18.4044,-97.8308,6,21
39,Cuautempan                   ,19.9126,-97.7962,6,21
81,Simojovel                    ,17.1408,-92.7152,6,7
40,Cuautinchán                  ,18.9557,-98.016,6,21
41,Cuautlancingo                ,19.0893,-98.2733,6,21
42,Cuayuca de Andrade           ,18.4867,-98.1839,6,21
43,Cuetzalan del Progreso       ,20.0185,-97.5208,6,21
44,Cuyoaco                      ,19.6053,-97.6219,6,21
45,Chalchicomula de Sesma       ,18.9883,-97.4485,6,21
46,Chapulco                     ,18.6205,-97.4112,6,21
47,Chiautla                     ,18.2997,-98.6028,6,21
48,Chiautzingo                  ,19.2029,-98.4683,6,21
49,Chiconcuautla                ,20.0948,-97.9396,6,21
82,Sitalá                       ,17.0251,-92.3077,6,7
50,Chichiquila                  ,19.2003,-97.0677,6,21
51,Chietla                      ,18.5194,-98.5784,6,21
53,Chignahuapan                 ,19.8382,-98.031,6,21
54,Chignautla                   ,19.8139,-97.3894,6,21
55,Chila                        ,17.97,-97.8617,6,21
56,Chila de la Sal              ,18.1091,-98.4843,6,21
57,Honey                        ,20.2392,-98.2121,6,21
58,Chilchotla                   ,19.2552,-97.1839,6,21
59,Chinantla                    ,18.2005,-98.2632,6,21
83,Socoltenango                 ,16.2429,-92.3503,6,7
61,Eloxochitlán                 ,18.4989,-96.9548,6,21
62,Epatlán                      ,18.6418,-98.3708,6,21
64,Francisco Z. Mena            ,20.7337,-97.8521,6,21
65,General Felipe Ángeles       ,18.9934,-97.7088,6,21
66,Guadalupe                    ,18.0915,-98.1204,6,21
67,Guadalupe Victoria           ,19.2898,-97.3427,6,21
68,Hermenegildo Galeana         ,20.1217,-97.7446,6,21
69,Huaquechula                  ,18.7707,-98.5415,6,21
84,Solosuchiapa                 ,17.4287,-93.0312,6,7
70,Huatlatlauca                 ,18.6788,-98.0508,6,21
71,Huauchinango                 ,20.1747,-98.0513,6,21
72,Huehuetla                    ,20.1041,-97.6249,6,21
73,Huehuetlán el Chico          ,18.3732,-98.6879,6,21
74,Huejotzingo                  ,19.159,-98.40799999999999,6,21
75,Hueyapan                     ,19.8826,-97.4459,6,21
76,Hueytamalco                  ,19.9395,-97.289,6,21
78,Huitzilan de Serdán          ,19.9662,-97.6935,6,21
85,Soyaló                       ,16.891,-92.9253,6,7
81,Ixcamilpa de Guerrero        ,18.027,-98.6966,6,21
82,Ixcaquixtla                  ,18.4601,-97.8323,6,21
83,Ixtacamaxtitlán              ,19.6236,-97.8166,6,21
85,Izúcar de Matamoros          ,18.6022,-98.4654,6,21
86,Jalpan                       ,20.4801,-97.9426,6,21
87,Jolalpan                     ,18.3205,-98.8443,6,21
89,Jopala                       ,20.1628,-97.6929,6,21
86,Suchiapa                     ,16.622,-93.1048,6,7
92,Juan N. Méndez               ,18.54,-97.7723,6,21
93,Lafragua                     ,19.2964,-97.29899999999999,6,21
94,Libres                       ,19.4647,-97.6877,6,21
98,Molcaxac                     ,18.7379,-97.9119,6,21
99,Cañada Morelos               ,18.737,-97.4221,6,21
87,Suchiate                     ,14.6795,-92.1509,6,7
100,Naupan                       ,20.2285,-98.1097,6,21
103,Nicolás Bravo                ,18.6132,-97.3057,6,21
104,Nopalucan                    ,19.216,-97.8235,6,21
105,Ocotepec                     ,19.5555,-97.6491,6,21
106,Ocoyucan                     ,18.9768,-98.3024,6,21
107,Olintla                      ,20.1018,-97.6847,6,21
108,Oriental                     ,19.3758,-97.6194,6,21
109,Pahuatlán                    ,20.2757,-98.1499,6,21
88,Sunuapa                      ,17.4894,-93.2432,6,7
110,Palmar de Bravo              ,18.8359,-97.5475,6,21
111,Pantepec                     ,20.5218,-97.9385,6,21
112,Petlalcingo                  ,18.0822,-97.9178,6,21
113,Piaxtla                      ,18.1988,-98.2601,6,21
114,Puebla                       ,19.044,-98.1975,6,21
115,Quecholac                    ,18.9551,-97.6604,6,21
116,Quimixtlán                   ,19.2533,-97.1357,6,21
118,Los Reyes de Juárez          ,18.9468,-97.8131,6,21
119,San Andrés Cholula           ,19.0509,-98.3007,6,21
89,Tapachula                    ,14.9111,-92.2643,6,7
120,San Antonio Cañada           ,18.4973,-97.29,6,21
121,San Diego la Mesa Tochimiltzi,18.8096,-98.3314,6,21
124,San Gabriel Chilac           ,18.3263,-97.348,6,21
127,San Jerónimo Xayacatlán      ,18.2213,-97.9143,6,21
128,San José Chiapa              ,19.2421,-97.7688,6,21
129,San José Miahuatlán          ,18.2902,-97.2877,6,21
1,Comondú                      ,25.0344,-111.6732,7,3
90,Tapalapa                     ,17.19,-93.1046,6,7
130,San Juan Atenco              ,19.0899,-97.5409,6,21
132,San Martín Texmelucan        ,19.2829,-98.4355,6,21
135,San Miguel Ixitlán           ,17.9995,-97.7734,6,21
137,San Nicolás Buenos Aires     ,19.1619,-97.5484,6,21
138,San Nicolás de los Ranchos   ,19.0726,-98.4857,6,21
139,San Pablo Anicano            ,18.1245,-98.084,6,21
140,San Pedro Cholula            ,19.0625,-98.3075,6,21
141,San Pedro Yeloixtlahuaca     ,18.1171,-98.0781,6,21
142,San Salvador el Seco         ,19.1347,-97.6427,6,21
143,San Salvador el Verde        ,19.269,-98.5172,6,21
145,San Sebastián Tlacotepec     ,18.4046,-96.8506,6,21
147,Santa Inés Ahuatempan        ,18.4127,-98.0177,6,21
149,Santiago Miahuatlán          ,18.5532,-97.4419,6,21
92,Tecpatán                     ,17.1365,-93.3112,6,7
150,Huehuetlán el Grande         ,18.7383,-98.1679,6,21
152,Soltepec                     ,19.1192,-97.7084,6,21
153,Tecali de Herrera            ,18.901,-97.9691,6,21
154,Tecamachalco                 ,18.8847,-97.7284,6,21
155,Tecomatlán                   ,18.111,-98.3144,6,21
156,Tehuacán                     ,18.4622,-97.39200000000001,6,21
157,Tehuitzingo                  ,18.3317,-98.2761,6,21
158,Tenampulco                   ,20.1712,-97.4055,6,21
159,Teopantlán                   ,18.7133,-98.2624,6,21
93,Tenejapa                     ,16.819,-92.5065,6,7
160,Teotlalco                    ,18.4696,-98.7783,6,21
161,Tepanco de López             ,18.5551,-97.5615,6,21
162,Tepango de Rodríguez         ,20.0028,-97.7963,6,21
163,Tepatlaxco de Hidalgo        ,19.0773,-97.9666,6,21
164,Tepeaca                      ,18.9661,-97.9054,6,21
166,Tepeojuma                    ,18.7224,-98.4503,6,21
167,Tepetzintla                  ,19.9671,-97.84100000000001,6,21
168,Tepexco                      ,18.6416,-98.6905,6,21
169,Tepexi de Rodríguez          ,18.581,-97.9262,6,21
